region_id,mean_electricity,mean_heatingfuels,region_name
BGD.5.21.55.R165d22f8c7880621,0.022646278,-0.068942166,Agglomeration
BGD.5.21.56.381,0.02276389,-0.062708092,Nachole
BGD.5.21.56.382,0.023741499,-0.066938877,Nawabganj S.
BGD.5.21.56.383,0.022601667,-0.062612963,Shibganj
BGD.5.21.56.R4e00dd629e58e053,0.020891181,-0.055309296,Agglomeration
BGD.5.21.57.385,0.021656612,-0.059898401,Bagmara
BGD.5.21.57.386,0.024177524,-0.071348929,Boalia
BGD.5.21.57.389,0.024704614,-0.071733689,Godagari
BGD.5.21.57.391,0.024199527,-0.071401096,Paba
BGD.5.21.57.392,0.022347143,-0.065256119,Puthia
BGD.5.21.57.393,0.02309941,-0.064789177,Tanore
BGD.5.21.57.R113efbed4a5c7258,0.022862923,-0.065347147,Agglomeration
BGD.5.21.57.Rb6a28899296e4911,0.023126251,-0.069757724,Agglomeration
BGD.5.22.58.394,0.006659764,0.00202117,Gaibandha S.
BGD.5.22.58.395,0.012078247,-0.019974279,Gobindaganj
BGD.5.22.58.396,0.009165883,-0.008612847,Palashbari
BGD.5.22.58.397,0.007800493,-0.002414394,Phulchhari
BGD.5.22.58.398,0.008193055,-0.0025733,Sadullapur
BGD.5.22.58.399,0.010034588,-0.011397457,Sughatta
BGD.5.22.58.400,0.004450279,0.015476418,Sundarganj
BGD.5.22.59.401,-0.001376876,0.033704973,Bhurungamari
BGD.5.22.59.402,0.000985086,0.028375697,Charrajibpur
BGD.5.22.59.403,0.002796081,0.016524387,Chilmari
BGD.5.22.59.404,4.87537100000001e-05,0.027340198,Kurigram S.
BGD.5.22.59.405,-0.000829417,0.031281853,Nageshwari
BGD.5.22.59.408,-0.000133199,0.028177715,Raomari
BGD.5.22.59.409,0.002650619,0.01711576,Ulipur
BGD.5.22.59.R43c5e0703c7e749b,0.000561273,0.025315952,Agglomeration
BGD.5.22.60.410,0.001903373,0.019623971,Aditmari
BGD.5.22.60.411,0.001051533,0.024711323,Hatibandha
BGD.5.22.60.412,0.001992023,0.019732237,Kaliganj
BGD.5.22.60.413,0.001788718,0.019787169,Lalhonirhat S.
BGD.5.22.60.414,-0.001180744,0.033976293,Patgram
BGD.5.22.61.415,0.000852787,0.025915289,Dimla
BGD.5.22.61.416,0.00092178,0.025848389,Domar
BGD.5.22.61.417,0.001666999,0.022541571,Jaldhaka
BGD.5.22.61.418,0.003613561,0.012686801,Kishoreganj
BGD.5.22.61.419,0.004797214,0.009859609,Nilphahari S.
BGD.5.22.61.420,0.005367029,0.007401252,Saidpur
BGD.5.22.62.422,0.003057134,0.014592361,Gangachhara
BGD.5.22.62.423,0.002879131,0.015144277,Kaunia
BGD.5.22.62.424,0.005669427,0.003705931,Mithapukur
BGD.5.22.62.425,0.004477155,0.008460712,Pirgachha
BGD.5.22.62.426,0.008805051,-0.004435158,Pirganj
BGD.5.22.62.427,0.004227385,0.00966351,Rangpur S.
BGD.5.22.62.Rcf1628890550174b,0.005978283,0.002933836,Agglomeration
BGD.6.23.63.430,0.003860235,0.019663191,Bahubal
BGD.6.23.63.432,0.003835914,0.019329882,Chunarughat
BGD.6.23.63.433,0.005010971,0.016155696,Habiganj S.
BGD.6.23.63.434,0.005671832,0.013880372,Lakhai
BGD.6.23.63.435,0.005369157,0.014978957,Madhabpur
BGD.6.23.63.436,0.004880118,0.024610615,Nabiganj
BGD.6.23.63.R722a40092a35c933,0.005241996,0.018319655,Agglomeration
BGD.6.23.64.437,-0.002205214,0.054557872,Barlekha
BGD.6.23.64.438,0.001249215,0.032282448,Kamalganj
BGD.6.23.64.439,-0.001147479,0.046645117,Kulaura
BGD.6.23.64.440,0.003469792,0.025634218,Maulvibazar S.
BGD.6.23.64.441,0.002164,0.036695409,Rajnagar
BGD.6.23.64.442,0.003502879,0.02096684,Sreemangal
BGD.6.23.65.444,0.005194241,0.032200551,Chhatak
BGD.6.23.65.447,-0.00662809,0.067905926,Dowarabazar
BGD.6.23.65.448,0.006388491,0.024216581,Jagannathpur
BGD.6.23.65.451,0.004265219,0.031614757,Sunamganj S.
BGD.6.23.65.R427fbf20fb248437,0.004283193,0.027183247,Agglomeration
BGD.6.23.65.R4d7c40ff5b625d75,0.00646348,0.019780898,Agglomeration
BGD.6.23.65.R6d7c3dcaaaec89d8,-0.000337288,0.046085882,Agglomeration
BGD.6.23.66.453,0.003710198,0.03337276,Balaganj
BGD.6.23.66.454,0.000405043,0.049208379,Beanibazar
BGD.6.23.66.455,0.007018408,0.026910734,Bishwanath
BGD.6.23.66.462,0.005178299,0.034525466,Sylhet S.
BGD.6.23.66.463,-0.00306612,0.058287215,Zakiganj
BGD.6.23.66.R3bd21c027b2f71eb,-0.005799925,0.067429661,Agglomeration
BGD.6.23.66.R7fa86402f75e2393,0.001349095,0.044597888,Agglomeration
BGD.6.23.66.R965ed56cb8321b6e,-0.009141675,0.075306558,Agglomeration
BGR.14.126,0.108857454,-1.111203253,Plovdiv
BGR.14.R525f8f411b117ae9,0.086115706,-1.189649906,Agglomeration
BGR.28.263,0.091555322,-1.08325905,Yambol
BGR.28.R0a356944c55733f5,0.089842406,-1.087685636,Agglomeration
BGR.5.40,0.011393353,-1.538296626,Stolichna
BGR.7.59,0.019364724,-1.3841939,Skalna Glava
BGR.7.R1b072562a0fccfd0,0.061237619,-1.201488077,Agglomeration
BGR.R58be48a093ceeecb,0.021750158,-1.47775373,Agglomeration
BGR.R9d70dd5a653963c7,0.051820889,-1.23505183,Agglomeration
BGR.Raed75601fe386524,0.077360703,-1.223089176,Agglomeration
BHR.5,1.101248244,-1.009129991,Southern
BHR.Rf0a1304585646a1c,1.101305293,-1.011417109,Agglomeration
BHS.Rd693661b0508e47c,0.54543216,-0.468545153,Agglomeration
BIH.2.2.Rac32ff8ace375cea,-0.017435712,-1.72067866,Agglomeration
BIH.2.6,0.085949409,-1.311852876,Posavina
BIH.2.7.42,-0.080947191,-1.98593759,Trnovo
BIH.2.7.Race71b0d962cff6f,-0.021553922,-1.71535523,Agglomeration
BIH.2.Rb2fd82a65d8490c2,0.001377154,-1.50671966,Agglomeration
BIH.2.Rf85e4094cfd53e9a,-0.002588385,-1.608510486,Agglomeration
BIH.3.12,0.017696941,-1.45495892,Banja Luka
BIH.3.14,0.067647224,-1.33744253,Doboj
BIH.3.16.120,-0.021684575,-1.71172371,East New Sarajevo
BIH.3.16.R929d89fdd89416d1,-0.037404811,-1.81488163,Agglomeration
BIH.3.R1fc88f76fb8c0eaf,0.036693048,-1.506523214,Agglomeration
BIH.R75fb3cd5b94200bb,0.048038692,-1.451466806,Agglomeration
BLM,0.155053196,-0.182694006,Saint-Barth̩lemy
BLR.1.1,-0.204354318,-2.14251153,Baranavichy
BLR.1.3,-0.142777034,-1.9467369,Brest
BLR.1.Rdfd2831a076d74a9,-0.17337592,-2.052493804,Agglomeration
BLR.2.22,-0.200559265,-2.141754833,Homyel'
BLR.2.28,-0.186392149,-2.110306467,Mazyr
BLR.2.R42f31b4bf526e448,-0.212707195,-2.19229629,Agglomeration
BLR.2.R7e24a26c260fed8e,-0.18311721,-2.09839213,Agglomeration
BLR.3.42,-0.203871864,-2.12090486,Hrodna
BLR.3.Ra28ac65ba3085b99,-0.214390907,-2.1694531,Agglomeration
BLR.4.56,-0.228542519,-2.251329505,Babruysk
BLR.4.72,-0.269176826,-2.373596215,Mahilyow
BLR.4.R4f4252d0b0d3ff59,-0.265939987,-2.36216657,Agglomeration
BLR.5.76,-0.254194835,-2.333130886,Barysaw
BLR.5.86,-0.23970695,-2.269878814,Minsk
BLR.5.R14c3e25bab96dc59,-0.239039715,-2.272725614,Agglomeration
BLR.5.R9933b30c08baf08e,-0.206119936,-2.167925675,Agglomeration
BLR.6.110,-0.299608769,-2.457502665,Polatsak
BLR.6.117,-0.306273134,-2.48872505,Vitsyebsk
BLR.6.98,-0.298221573,-2.45622114,Arsha
BLR.6.R72aa0be0dc6d19a4,-0.290821876,-2.432485995,Agglomeration
BLZ.6,0.349230188,-0.437709664,Toledo
BLZ.Ra531392336b21b86,0.309643723,-0.39083648,Agglomeration
BMU.R676c07148ce9acd1,0.15913879,-0.216999532,Agglomeration
BOL.1.1.1,-0.073417443,-0.278345443,Villa Serrano
BOL.1.10.27,-0.071616979,-0.740813682,Tarabuco
BOL.1.10.28,-0.079536843,-0.503561833,Yamparez
BOL.1.2.2,0.001748055,-0.199864341,Huacareta
BOL.1.2.3,-0.012671067,-0.190192033,Monteagudo
BOL.1.3.4,-0.078853772,-0.504275987,Icla
BOL.1.3.5,-0.075664975,-0.267224119,Mojocoya
BOL.1.3.6,-0.078078407,-0.393699696,Presto
BOL.1.3.7,-0.079409499,-0.44436059,Villa Zudez
BOL.1.4.8,-0.076733096,-0.33102851,Tarvita
BOL.1.4.9,-0.073872085,-0.292135429,Villa Azurduy
BOL.1.5.10,0.018482614,-0.251184987,Macharet
BOL.1.5.11,-0.025287311,-0.189702939,Villa de Huacaya
BOL.1.5.12,-2.43E-05,-0.198072718,Villa Vaca Guzmn
BOL.1.6.13,-0.068297273,-0.848534726,Camargo
BOL.1.6.14,-0.074534476,-0.552122062,Incahuasi
BOL.1.6.15,-0.066621373,-0.801461466,San Lucas
BOL.1.7.16,-0.077739462,-0.405715229,Poroma
BOL.1.7.17,-0.077789125,-0.587599565,Sucre
BOL.1.7.18,-0.078484526,-0.561055513,Yotala
BOL.1.8.19,-0.072600377,-0.712306828,Camataqui
BOL.1.8.20,-0.07127709,-0.321674774,Culpina
BOL.1.8.21,-0.072952484,-0.705323507,Las Carreras
BOL.1.9.22,-0.061941801,-0.209320737,El Villar
BOL.1.9.23,-0.067306843,-0.233413125,Padilla
BOL.1.9.24,-0.076893929,-0.37264304,Sopachuy
BOL.1.9.25,-0.079719382,-0.363112592,Tomina
BOL.1.9.26,-0.077303882,-0.274953696,Villa Alcal
BOL.2.11.29,-0.065019101,-0.82954421,Arani
BOL.2.11.30,-0.050707187,-0.674083095,Tiraque
BOL.2.11.31,-0.039668443,-1.28427534,Vacas
BOL.2.12.32,-0.061038107,-0.929048059,Arque
BOL.2.12.33,-0.036881777,-1.31607281,Bolvar
BOL.2.12.34,-0.039026184,-1.293943565,Tacopaya
BOL.2.13.35,-0.069345259,-0.680683519,Ayopaya
BOL.2.13.36,-0.062881228,-0.705360838,Morochata
BOL.2.14.37,-0.078769313,-0.484402278,Capinota
BOL.2.14.38,-0.078790694,-0.479311418,Santivez
BOL.2.14.39,-0.066314258,-0.835977742,Sicaya
BOL.2.15.40,0.066706276,-0.32909899,Chimor
BOL.2.15.41,-0.061456953,-0.888691996,Pocona
BOL.2.15.42,0.00206148,-0.258809567,Pojo
BOL.2.15.43,0.062571678,-0.299332191,Puerto Villarroel
BOL.2.15.44,-0.067678341,-0.544334983,Totora
BOL.2.16.45,-0.07080987,-0.798142529,Cochabamba
BOL.2.16.46,-0.070808309,-0.798192367,Colcapirhua
BOL.2.17.47,-0.06036052,-0.879563569,Colomi
BOL.2.17.48,-0.068970391,-0.837171127,Sacaba
BOL.2.17.49,-0.068431983,-0.847774743,Tiquipaya
BOL.2.17.50,0.046138293,-0.316472959,Villa Tunari
BOL.2.18.51,-0.078345896,-0.483524844,Anzaldo
BOL.2.18.52,-0.079358664,-0.461535549,Arbieto
BOL.2.18.53,-0.066909129,-0.79091688,Tacachi
BOL.2.18.54,-0.079009541,-0.478616428,Tarata
BOL.2.19.55,-0.077268593,-0.563750119,Cliza
BOL.2.19.56,-0.077268593,-0.563750119,Toko
BOL.2.19.57,-0.07741132,-0.533607432,Tolata
BOL.2.20.58,-0.052360198,-1.111180257,Alalay
BOL.2.20.60,-0.076407538,-0.530417872,Sacabamba
BOL.2.20.R3e9e7a3a11d6684d,-0.076158366,-0.386444567,Agglomeration
BOL.2.21.62,-0.072505248,-0.225168135,Aiquile
BOL.2.21.63,-0.075078578,-0.330402995,Omereque
BOL.2.21.64,-0.069065735,-0.228231907,Pasorapa
BOL.2.22.65,-0.077268593,-0.563750119,Cuchumuela
BOL.2.22.66,-0.076878116,-0.573666185,Punata
BOL.2.22.67,-0.070947101,-0.720714523,San Benito
BOL.2.22.68,-0.077268593,-0.563750119,Villa Rivero
BOL.2.23.69,-0.06618635,-0.900259449,Quillacollo
BOL.2.23.70,-0.069904627,-0.780207584,Sipe Sipe
BOL.2.23.71,-0.06687849,-0.888102099,Vinto
BOL.2.24.72,-0.045957857,-1.17437163,Tapacar
BOL.3.25.73,0.085098997,-0.540740447,San Javier
BOL.3.25.74,0.08330293,-0.525809243,Trinidad
BOL.3.26.75,0.072577695,-0.340367888,Puerto Rurrenabaque
BOL.3.26.76,0.08629059,-0.467146058,Reyes
BOL.3.26.77,0.078169786,-0.437847524,San Borja
BOL.3.26.78,0.088540757,-0.499570895,Santa Rosa
BOL.3.27.79,0.091831744,-0.654756397,Puerto Siles
BOL.3.27.80,0.08858996,-0.629913764,San Joaqun
BOL.3.27.81,0.086432457,-0.591590356,San Ramn
BOL.3.28.82,0.073688108,-0.408904883,Ascensin de Guarayos
BOL.3.28.83,0.077346915,-0.445404907,Loreto
BOL.3.28.84,0.078026548,-0.466536042,San Andrs
BOL.3.29.85,0.074668076,-0.408183908,San Ignacio
BOL.3.30.86,0.088193715,-0.521805239,Baures
BOL.3.30.87,0.087531563,-0.557578319,Huacaraje
BOL.3.30.88,0.090011058,-0.590419434,Magdalena
BOL.3.30.89,0.099202734,-0.599550579,Puerto Guayaramern
BOL.3.30.90,0.097516602,-0.590586234,Riberalta
BOL.3.31.91,0.090179151,-0.573131321,Exaltacin
BOL.3.31.92,0.086884502,-0.536189987,Santa Ana del Yacuma
BOL.4.32.93,0.079113054,-0.394155594,Ixiamas
BOL.4.32.94,0.071590125,-0.331174421,San Buenaventura
BOL.4.33.100,-0.036067509,-1.31665128,Sica Sica
BOL.4.33.101,-0.039614417,-1.28467039,Umala
BOL.4.33.102,-0.02645381,-1.393608806,Waldo Ballivin
BOL.4.33.95,-0.028733497,-1.37164085,Ayo Ayo
BOL.4.33.98,-0.024089738,-1.40544554,Colquencha
BOL.4.33.99,-0.029905982,-1.36428647,Patacamaya
BOL.4.33.Rff53ac18538e5781,-0.024648744,-1.39848507,Agglomeration
BOL.4.34.103,-0.033377462,-1.26747385,Curva
BOL.4.34.104,-0.042408638,-0.98139007,Juan Jos Prez
BOL.4.35.105,-0.032327032,-1.29410217,Lago
BOL.4.35.R1f52e9baa44f11a2,-0.028288846,-1.322369925,Agglomeration
BOL.4.36.109,-0.054634734,-0.150175524,Apolo
BOL.4.36.110,-0.002807523,-1.39601764,Pelechuco
BOL.4.37.111,-0.036133914,-1.32886389,Chacarilla
BOL.4.37.R705b09074056f6b1,-0.046234598,-1.220375176,Agglomeration
BOL.4.38.116,-0.032650744,-1.325575235,Lago
BOL.4.38.118,-0.031328787,-1.344178416,Viacha
BOL.4.38.R03a1029390c36d0f,-0.028457338,-1.368591084,Agglomeration
BOL.4.39.119,-0.079560057,-0.238822986,Cajuata
BOL.4.39.120,-0.03025084,-1.372992534,Colquiri
BOL.4.39.121,-0.030342057,-1.363583875,Ichoca
BOL.4.39.122,-0.07438038,-0.219074391,Inquisivi
BOL.4.39.123,-0.04850668,-0.892293927,Quime
BOL.4.39.124,-0.080789054,-0.321582079,Villa Libertad Licoma
BOL.4.40.125,-0.019294809,-0.212268114,Guanay
BOL.4.40.126,-0.042411552,-1.18212004,Quiabaya
BOL.4.40.127,-0.038316382,-1.159829286,Sorata
BOL.4.40.128,-0.064911828,-0.464322425,Tacacoma
BOL.4.40.129,-0.042231241,-0.118084096,Tipuani
BOL.4.41.130,-0.057011894,-1.020885726,Cairoma
BOL.4.41.131,-0.044991246,-1.2015911,Luribay
BOL.4.41.132,-0.01257109,-1.47970599,Malla
BOL.4.41.133,-0.050331961,-1.127378865,Sapahaqui
BOL.4.41.134,-0.022866001,-1.425013126,Yaco
BOL.4.42.135,-0.029931904,-1.341760534,Lago
BOL.4.42.136,-0.025934056,-1.3825994,Laja
BOL.4.42.137,-0.020053318,-1.41610255,Pucarani
BOL.4.42.138,-0.031180754,-1.332334595,Puerto Prez
BOL.4.43.139,-0.034096899,-1.30301293,Copacabana
BOL.4.43.140,-0.031098671,-1.3273779,Lago
BOL.4.43.141,-0.030468575,-1.333712545,San Pedro de Tiquina
BOL.4.43.142,-0.029798536,-1.338012947,Tito Yupanqui
BOL.4.44.143,-0.078068324,-0.176784992,Aucapata
BOL.4.44.144,-0.070156629,-0.399210117,Ayata
BOL.4.44.145,-0.044579168,-1.15261901,Chuma
BOL.4.45.146,0.020488521,-0.16265602,Caranavi
BOL.4.45.147,-0.072949945,-0.167178298,Coripata
BOL.4.45.148,-0.070932661,-0.326933054,Coroico
BOL.4.46.149,-0.020569043,-1.404167966,Achacachi
BOL.4.46.150,-0.022701354,-1.381080046,Ancoraimes
BOL.4.46.151,-0.012410439,-1.4608762,Batallas
BOL.4.46.152,-0.021142199,-1.39214933,Combaya
BOL.4.46.153,-0.030338783,-1.33200777,Lago
BOL.4.47.156,-0.011770427,-1.5381883,Catacora
BOL.4.47.159,-0.026529741,-1.400453455,Coro Coro
BOL.4.47.162,-0.022442433,-1.4560893,Santiago de Machaca
BOL.4.47.R029fc85f79f288f3,-0.030646051,-1.368240925,Agglomeration
BOL.4.47.Rc0eba451629bdfd3,-0.025788322,-1.43702913,Agglomeration
BOL.4.48.163,-0.035093067,-1.29606549,Achocalla
BOL.4.48.164,-0.015470034,-1.445099165,El Alto
BOL.4.48.165,-0.007441566,-1.483843123,La Paz
BOL.4.48.166,-0.034073734,-1.307260197,Mecapaca
BOL.4.48.167,-0.032895122,-1.312386487,Palca
BOL.4.49.168,-0.070413285,-0.162291384,Chulumani
BOL.4.49.169,-0.052127011,-0.31858368,Irupana
BOL.4.49.170,-0.015257982,-0.135793877,La Asunta
BOL.4.49.171,0.040614658,-0.209040356,Palos Blancos
BOL.4.49.172,-0.044889568,-0.883231831,Yanacachi
BOL.5.50.176,-0.039305016,-1.328698205,Esmeralda
BOL.5.50.Rd9bf05c831d4681d,-0.039623054,-1.339527982,Agglomeration
BOL.5.50.Rf6c87f2dfc91d5e3,-0.02484406,-1.453101695,Agglomeration
BOL.5.51.180,-0.044724752,-1.30029308,Andamarca
BOL.5.51.181,-0.042589408,-1.320070593,Beln de Andamarca
BOL.5.51.182,-0.037208774,-1.340236275,Choque Cota
BOL.5.51.183,-0.043159093,-1.28805917,Corque
BOL.5.51.184,-0.039060496,-1.311032195,Huayllamarca
BOL.5.52.185,-0.037500404,-1.31422918,Caracollo
BOL.5.52.186,-0.048869869,-1.202691927,El Choro
BOL.5.52.187,-0.046754736,-1.211054654,Eucaliptus
BOL.5.52.188,-0.036796519,-1.32544294,Oruro
BOL.5.53.189,-0.038091182,-1.353374055,Challapata
BOL.5.53.190,-0.039883409,-1.370280213,Santiago de Huari
BOL.5.53.191,-0.027071743,-1.46509453,Santuario de Quillacas
BOL.5.54.192,-0.044052199,-1.331817746,Pampa Aullagas
BOL.5.54.193,-0.041777723,-1.36680619,Salinas de Garc Mendoza
BOL.5.55.196,-0.037256778,-1.349478799,Huachacalla
BOL.5.55.197,-0.036941167,-1.34312284,Yunguyo de Litoral
BOL.5.55.Rf8780d0e7fc71a28,-0.039590187,-1.326435513,Agglomeration
BOL.5.56.198,-0.025129614,-1.43844302,Huanuni
BOL.5.56.199,-0.038397297,-1.31314852,Machacamarca
BOL.5.57.200,-0.029211085,-1.41414776,Antequera
BOL.5.57.201,-0.038770822,-1.332795185,Paza
BOL.5.57.202,-0.03219538,-1.38368299,Poop
BOL.5.58.203,-0.018025503,-1.50399894,Curahuara de Carangas
BOL.5.58.204,-0.027128532,-1.42358646,Totora
BOL.5.58.205,-0.029802956,-1.414387045,Turco
BOL.5.59.206,-0.048088663,-1.22057518,Toledo
BOL.6.60.207,0.088874868,-0.473786262,Bella Flor
BOL.6.60.208,0.076692883,-0.374235911,Bolpebra
BOL.6.60.209,0.078304726,-0.384980873,Cobija
BOL.6.60.210,0.095971376,-0.548364397,Ingavi
BOL.6.60.211,0.099564082,-0.550380518,Nueva Esperanza
BOL.6.60.212,0.079826215,-0.39626355,Porvenir
BOL.6.60.213,0.093295626,-0.519548466,Santa Rosa del Abun
BOL.6.60.214,0.097555324,-0.548674725,Santos Mercado
BOL.6.60.215,0.098248958,-0.577828409,Villa Nueva
BOL.6.61.216,0.097253621,-0.587453787,Puerto Gonzalo Moreno
BOL.6.61.217,0.092587446,-0.530048655,San Lorenzo
BOL.6.61.218,0.089694282,-0.496908237,Sena
BOL.6.62.219,0.080678973,-0.397750609,Filadelfia
BOL.6.62.220,0.090091679,-0.498912476,Puerto Rico
BOL.6.62.221,0.096072692,-0.566445686,San Pedro
BOL.7.63.222,-0.032242545,-1.36377463,Caripuyo
BOL.7.63.223,-0.048656219,-1.176900354,Sacaca
BOL.7.64.226,-0.044362205,-1.353763836,Uyuni
BOL.7.64.Ra207a432e7ea34fa,-0.033953168,-1.44159271,Agglomeration
BOL.7.65,-0.071124272,-0.682512054,Bernardino Bilbao
BOL.7.66.229,-0.064322131,-0.806327822,San Pedro de Buena Vista
BOL.7.66.230,-0.076114039,-0.36388607,Toro Toro
BOL.7.67.231,-0.066181743,-0.842907244,Avelo
BOL.7.67.232,-0.045770322,-1.2464074,Colquechaca
BOL.7.67.233,-0.045364293,-1.2442933,Ocur
BOL.7.67.234,-0.049744377,-1.185202175,Pocoata
BOL.7.68.235,-0.071343137,-0.784876926,Betanzos
BOL.7.68.236,-0.044995456,-1.278007964,Chaqu
BOL.7.68.237,-0.061963335,-0.996651947,Tacobamba
BOL.7.69.238,-0.028225319,-1.4331397,Llica
BOL.7.69.239,-0.038609096,-1.392450323,Tahua
BOL.7.70.240,-0.059482714,-1.09360556,"Caiza ""D"""
BOL.7.70.241,-0.066597395,-0.929347633,Puna
BOL.7.71.242,-0.052429519,-1.18178042,Villazn
BOL.7.72.243,-0.067706882,-0.830125286,Cotagaita
BOL.7.72.244,-0.071655912,-0.806605007,Vitichi
BOL.7.73.245,-0.03104917,-1.48651054,"Colcha ""K"""
BOL.7.73.246,-0.020312167,-1.57680064,San Agustn
BOL.7.73.247,-0.019491538,-1.50922366,San Pedro de Quemes
BOL.7.74.248,-0.046119118,-1.2237191,Chayanta
BOL.7.74.249,-0.027300458,-1.4189043,Llallagua
BOL.7.74.250,-0.034429285,-1.361365746,Unca
BOL.7.75.251,-0.041251611,-1.36048115,Atocha
BOL.7.75.252,-0.062093116,-1.032716801,Tupiza
BOL.7.76.253,-0.028602097,-1.47112828,Mojinete
BOL.7.76.254,-0.001198331,-1.65374999,San Antonio de Esmoruco
BOL.7.76.255,0.001769356,-1.67955151,San Pablo de Lpez
BOL.7.77.256,-0.035305172,-1.39801032,Potos
BOL.7.77.257,-0.041393474,-1.316388573,Tinguipaya
BOL.7.77.258,-0.019142469,-1.52962612,Urmiri
BOL.7.77.259,-0.034556357,-1.401738325,Yocalla
BOL.8.78.260,0.057670984,-0.305077076,Ayacucho
BOL.8.78.261,0.066863459,-0.351841404,Cotoca
BOL.8.78.262,0.04934265,-0.273088886,El Torno
BOL.8.78.263,0.055432818,-0.29671583,La Guardia
BOL.8.78.264,0.060702617,-0.319889499,Santa Cruz de La Sierra
BOL.8.79.265,0.069303533,-0.379241131,Pailn
BOL.8.79.266,0.078537942,-0.424824857,Puerto Quijarro
BOL.8.79.267,0.085676504,-0.49096537,Puerto Surez
BOL.8.79.268,0.06792483,-0.374360561,Robor
BOL.8.79.269,0.07678919,-0.432469799,San Jos de Chiquitos
BOL.8.80.270,0.013780892,-0.231453802,Boyuibe
BOL.8.80.271,0.060133833,-0.326723482,Cabezas
BOL.8.80.272,0.008538893,-0.212155246,Camiri
BOL.8.80.273,0.052965423,-0.337660598,Charagua
BOL.8.80.274,-0.013141616,-0.195007037,Cuevo
BOL.8.80.Ra10abdc3186f0aad,0.008357507,-0.207554339,Agglomeration
BOL.8.81.277,-0.070524952,-0.211203481,Mairana
BOL.8.81.278,-0.065424571,-0.18801093,Pampa Grande
BOL.8.81.279,-0.078261157,-0.282756853,Quirusillas
BOL.8.81.280,-0.063705899,-0.199860429,Samaipata
BOL.8.82.281,0.050787613,-0.276668596,Buena Vista
BOL.8.82.282,0.06471315,-0.321325635,Yapacan
BOL.8.83.283,0.065228832,-0.342269422,Okinawa Uno
BOL.8.83.284,0.062859517,-0.329415417,Warnes
BOL.8.84.285,0.080238885,-0.426123664,San Ignacio de Velasco
BOL.8.84.286,0.09473933,-0.542022803,San Matas
BOL.8.84.287,0.070045367,-0.374940492,San Miguel de Velasco
BOL.8.84.288,0.088452357,-0.506874128,San Rafael
BOL.8.85.289,-0.077990053,-0.335543206,Comarapa
BOL.8.85.290,-0.076671395,-0.323305938,Saipina
BOL.8.86.291,0.077097399,-0.422221184,Concepcin
BOL.8.86.292,0.066988641,-0.359258604,El Puente
BOL.8.86.293,0.07246846,-0.396969222,San Antonio de Lomero
BOL.8.86.294,0.051467571,-0.292965797,San Javier
BOL.8.86.295,0.068280666,-0.363209105,San Julin
BOL.8.86.296,0.066849381,-0.35421324,San Ramn
BOL.8.86.297,0.07761134,-0.434121849,Urubich
BOL.8.87.298,0.061466011,-0.322795108,Agustn Saavedra
BOL.8.87.299,0.063078991,-0.33052325,Mineros
BOL.8.87.300,0.059957447,-0.313797759,Montero
BOL.8.88.301,0.059282005,-0.309758712,Portachuelo
BOL.8.88.302,0.060217283,-0.305893804,San Carlos
BOL.8.88.303,0.059289458,-0.309081221,Santa Rosa del Sara
BOL.8.89.304,-0.073462248,-0.225585701,Moro Moro
BOL.8.89.305,-0.071770929,-0.252728893,Postrer Valle
BOL.8.89.306,-0.067369083,-0.243013668,Pucara
BOL.8.89.307,-0.075328414,-0.246802138,Trigal
BOL.8.89.308,-0.072322862,-0.262565325,Vallegrande
BOL.9.90.309,0.009239492,-0.225540161,Bermejo
BOL.9.90.310,-0.064017074,-0.302344891,Padcaya
BOL.9.91.311,-0.010207438,-0.207716323,Entre Ros
BOL.9.92.312,-0.07211776,-0.299866389,Tarija
BOL.9.93.313,-0.075171137,-0.604789545,El Puente
BOL.9.93.314,-0.076074032,-0.465823029,Villa San Lorenzo
BOL.9.94.315,-0.020709856,-0.194581889,Carapar
BOL.9.94.316,0.028586885,-0.282762193,Villamontes
BOL.9.94.317,0.002192772,-0.222600937,Yacuiba
BOL.9.95.318,-0.073833989,-0.331647585,Uriondo
BOL.9.95.319,-0.047499683,-1.221223795,Yunchar
BRA.1,0.612450259,-0.703342298,Acre
BRA.10.1133.2502,0.509528863,-0.59078479,Alto Parnaiba
BRA.10.1133.2503,0.500310005,-0.565422057,Curupa
BRA.10.1150.2523,0.467304561,-0.554966309,Barra do Corda
BRA.10.1150.2524,0.465671546,-0.535269025,Papagaio
BRA.10.1163.2537,0.500397308,-0.632854786,Bacatuba
BRA.10.1163.2538,0.496323951,-0.616486832,Buriti Bravo
BRA.10.1211.2592,0.42142592,-0.519852347,Icatu
BRA.10.1211.2593,0.418637469,-0.518193156,Itapera
BRA.10.1259.2644,0.483136522,-0.571292354,Pastos Bons
BRA.10.1259.2645,0.484677759,-0.575124741,Rocado
BRA.10.1267.2654,0.461272809,-0.562406875,Pimentel
BRA.10.1267.2655,0.460017321,-0.563606259,Pindare Mirim
BRA.10.1286.2675,0.427471748,-0.513840245,Curva Grande
BRA.10.1286.2676,0.405215489,-0.486867235,Santa Helena
BRA.10.1311.2704,0.414569369,-0.509329462,So Luis
BRA.10.1328.2721,0.492751205,-0.611302515,Buriti Cortado
BRA.10.1328.2722,0.505579449,-0.646401401,Timon
BRA.10.R07f7c7915af18f5f,0.486961194,-0.571325637,Agglomeration
