region_id,mean_electricity,mean_heatingfuels,region_name
COL.24.828,0.039738285,-0.568683725,Calarc
COL.24.829,0.060829508,-0.439359664,Circasia
COL.24.831,0.140714534,-0.308861206,Filandia
COL.24.832,0.011932021,-0.865174835,Gnova
COL.24.833,0.19929573,-0.276267435,La Tebaida
COL.24.834,0.237481325,-0.297544005,Montenegro
COL.24.835,0.01863277,-0.798731144,Pijao
COL.24.836,0.246193475,-0.304656837,Quimbaya
COL.24.837,0.043581843,-0.526973631,Salento
COL.24.R0164ced6603c8677,0.032497394,-0.689299342,Agglomeration
COL.25.839,0.100134864,-0.382611414,Balboa
COL.25.841,0.050732842,-0.430250926,Dosquebradas
COL.25.843,0.020373601,-0.74115004,La Celia
COL.25.844,0.232918962,-0.291877937,La Virginia
COL.25.845,0.180441938,-0.276477005,Marsella
COL.25.846,0.064385003,-0.356052253,Mistrato
COL.25.847,0.085082954,-0.343182326,Pereira
COL.25.848,0.139797363,-0.314706851,Pueblo Rico
COL.25.849,0.101680041,-0.281164169,Quincha
COL.25.850,0.048961553,-0.447084526,Santa Rosa de Cabal
COL.25.851,0.050107261,-0.534354829,Santuario
COL.25.R29062765b8a117a2,0.08382614,-0.29767103,Agglomeration
COL.26.852,0.07753504,-0.183007956,n.a. (1)
COL.26.853,0.27773259,-0.386505987,Providencia
COL.26.854,0.274821412,-0.379463915,San Andrs
COL.27.858,0.042717224,-0.528428652,Barbosa
COL.27.860,0.381767839,-0.610543111,Barrancabermeja
COL.27.863,0.212718203,-0.286036251,Bucaramanga
COL.27.874,0.343814375,-0.489278363,Cimitarra
COL.27.884,-0.003719699,-1.024088074,Encino
COL.27.885,0.013795364,-0.911839254,Enciso
COL.27.887,0.21275994,-0.286053609,Floridablanca
COL.27.915,0.229123711,-0.30191784,Piedecuesta
COL.27.918,0.364884338,-0.556342604,Puerto Parra
COL.27.919,0.386599887,-0.626159808,Puerto Wilches
COL.27.924,0.149629718,-0.266105844,San Gil
COL.27.932,0.107413258,-0.265387488,Socorro
COL.27.R9ef6c94e049715e6,0.197292337,-0.299439858,Agglomeration
COL.27.Rf4b0deb241ac1e67,0.109047881,-0.309815788,Agglomeration
COL.28.948,0.370762407,-0.59860444,Guarand
COL.28.951,0.371249184,-0.595368484,Majagual
COL.28.962,0.334131701,-0.480274345,Sincelejo
COL.28.R17d6700c00d74382,0.339118266,-0.497120577,Agglomeration
COL.28.Rbabc9cb06861236a,0.348806149,-0.52862191,Agglomeration
COL.28.Rbb3af665844b124f,0.340842708,-0.501535801,Agglomeration
COL.28.Re9ebff5992338d7a,0.359636302,-0.562006428,Agglomeration
COL.29.1000,-0.015226835,-1.10320997,Roncesvalles
COL.29.1005,0.232240611,-0.35324478,San Sebastian de Mariquita
COL.29.972,0.023557675,-0.756121868,Cajamarca
COL.29.980,0.363177293,-0.536423019,Espinal
COL.29.981,0.068537013,-0.370783188,Faln
COL.29.982,0.360001098,-0.525034143,Flandes
COL.29.983,0.053782952,-0.403030112,Fresno
COL.29.986,0.325814003,-0.42914524,Honda
COL.29.987,0.261025105,-0.326957034,Ibagu
COL.29.990,0.017383116,-0.806156918,Lbano
COL.29.991,0.266372767,-0.324337248,Melgar
COL.29.996,-0.005442596,-1.020996416,Planadas
COL.29.999,-0.003051996,-0.967637682,Rioblanco
COL.29.R73c999ac71ec3a9a,0.172986416,-0.329811908,Agglomeration
COL.29.Rafa076ee871f0c2b,0.314792061,-0.422156524,Agglomeration
COL.29.Rc035363b497bab63,-0.007016593,-1.032784908,Agglomeration
COL.29.Rddfb951591d65574,-0.022187233,-1.112051104,Agglomeration
COL.3.133,0.449147919,-0.662171084,Arauca
COL.3.134,0.420404397,-0.604714766,Arauquita
COL.3.135,0.450250731,-0.655490215,Cravo Norte
COL.3.136,0.243065508,-0.444248152,Fortul
COL.3.137,0.435963584,-0.641084384,Puerto Rondn
COL.3.138,0.388739985,-0.526882511,Saravena
COL.3.139,0.370661021,-0.516111707,Tame
COL.30.1012,0.241708078,-0.30310941,Alcal
COL.30.1013,0.176718385,-0.280542897,Andaluca
COL.30.1017,0.302383698,-0.398540023,Buenaventura
COL.30.1018,0.235634488,-0.296528194,Bugalagrande
COL.30.1019,0.197599925,-0.276363946,Caicedonia
COL.30.1020,0.218404397,-0.278840494,Calima
COL.30.1021,0.297842164,-0.375225638,Candelaria
COL.30.1022,0.228021712,-0.290963314,Cartago
COL.30.1024,0.021635514,-0.731178184,El guila
COL.30.1025,0.071289001,-0.286842773,El Cairo
COL.30.1028,0.079485391,-0.53049555,Florida
COL.30.1030,0.193867321,-0.26881647,Guacar
COL.30.1031,0.174915195,-0.274922273,Guadalajara de Buga
COL.30.1032,0.1621227,-0.251160572,Jamund
COL.30.1037,0.247869526,-0.308847094,Palmira
COL.30.1038,0.117679621,-0.444714931,Pradera
COL.30.1040,0.066690043,-0.308105561,Riofro
COL.30.1041,0.203839782,-0.289790629,Roldanillo
COL.30.1043,0.139147805,-0.249373244,Santiago de Cali
COL.30.1044,0.134816595,-0.317177438,Sevilla
COL.30.1045,0.093090808,-0.26667657,Toro
COL.30.1046,0.065679615,-0.310318183,Trujillo
COL.30.1047,0.204128829,-0.289094067,Tulu
COL.30.1048,0.246095731,-0.304621648,Ulloa
COL.30.1049,0.088815782,-0.264306068,Versalles
COL.30.1052,0.120206426,-0.249856613,Yumbo
COL.30.R07147659d98b09e5,0.167170302,-0.282915451,Agglomeration
COL.30.R205a4b28f103d43e,0.084985432,-0.336733865,Agglomeration
COL.30.R73680714e7475525,0.160003196,-0.263240959,Agglomeration
COL.30.R866439b9a7356b88,0.088904078,-0.288932132,Agglomeration
COL.30.Rcc1a07438e1c2c65,0.226520096,-0.291822434,Agglomeration
COL.31.1055,0.388997954,-0.520550631,Mit
COL.31.1056,0.395846662,-0.527107908,Pacoa
COL.31.1058,0.403016556,-0.532410863,Taraira
COL.31.1059,0.398691875,-0.532299572,Yavarat
COL.31.Rda9c073763030891,0.38058164,-0.503986408,Agglomeration
COL.32.1061,0.439963762,-0.635180288,La Primavera
COL.32.1062,0.466526733,-0.742959455,Puerto Carreo
COL.32.1064,0.451624642,-0.666466422,Santa Rita
COL.32.1065,0.423868695,-0.604039289,Santa Rosala
COL.32.R134849e7e91ec242,0.412857765,-0.577739422,Agglomeration
COL.4.141,0.298405863,-0.425023939,Barranquilla
COL.4.146,0.301699114,-0.43117189,Luruaco
COL.4.150,0.300641369,-0.430582142,Pioj
COL.4.159,0.304351008,-0.444269899,Soledad
COL.4.R3c06c99fa2a468ab,0.305185366,-0.446332363,Agglomeration
COL.4.R3c0f26de1d0025c3,0.302196688,-0.438016606,Agglomeration
COL.4.R5a1e945f0f5e30ca,0.309809209,-0.456948328,Agglomeration
COL.4.R7ed0a49faa52c42c,0.314779209,-0.468524885,Agglomeration
COL.4.R8bd6aa5a85bf1694,0.322455323,-0.491371868,Agglomeration
COL.4.Rc0fd3cd21ddbe227,0.298303328,-0.424804069,Agglomeration
COL.5.163,0.36999625,-0.589867308,Ach
COL.5.168,0.349744481,-0.498531627,Cantagallo
COL.5.169,0.311247031,-0.4542716,Cartagena de Indias
COL.5.170,0.362267473,-0.574253842,Cicuco
COL.5.171,0.355951293,-0.556970694,Crdoba
COL.5.173,0.329424573,-0.491970301,El Guamo
COL.5.179,0.323812615,-0.431546975,Montecristo
COL.5.181,0.375055945,-0.595381836,Pinillos
COL.5.188,0.270459489,-0.33121877,San Pablo
COL.5.190,0.255611322,-0.311549663,Santa Rosa del Sur
COL.5.192,0.340351383,-0.465351718,Simit
COL.5.194,0.368073644,-0.597354603,Talaigua Nuevo
COL.5.198,0.352341018,-0.548362541,Zambrano
COL.5.R118ed40e9fb07e4d,0.374448145,-0.609472943,Agglomeration
COL.5.R378c28765799ac03,0.315264905,-0.459272339,Agglomeration
COL.5.R60e1850e1f9d1550,0.321544153,-0.451878979,Agglomeration
COL.5.R785732bfa40313dc,0.383717878,-0.611118839,Agglomeration
COL.5.Rc9192186e3e0785c,0.381197417,-0.611625378,Agglomeration
COL.6.207,0.017547178,-0.809328596,Briceo
COL.6.208,0.036580706,-0.559884791,Buenavista
COL.6.210,0.017123973,-0.813621752,Caldas
COL.6.214,0.01748901,-0.809937623,Chiquinquir
COL.6.222,-0.0176642,-1.150374183,Cmbita
COL.6.223,0.072939495,-0.32374072,Coper
COL.6.226,0.13898935,-0.425599434,Cubar
COL.6.229,-0.014678329,-1.134838569,Duitama
COL.6.246,0.203406623,-0.277889966,La Victoria
COL.6.249,0.101793083,-0.397863196,Marip
COL.6.253,0.042704022,-0.528573749,Moniquir
COL.6.255,0.225027076,-0.285861205,Muzo
COL.6.256,-0.023264778,-1.21969602,Nobsa
COL.6.258,-0.017686611,-1.150570843,Oicat
COL.6.259,0.287680733,-0.355273009,Otanche
COL.6.266,0.188377225,-0.293054343,Paya
COL.6.270,0.35371977,-0.531270076,Puerto Boyac
COL.6.271,0.236023709,-0.294369697,Qupama
COL.6.287,0.10279517,-0.264937449,Santana
COL.6.312,-0.015733236,-1.13316004,Tunja
COL.6.313,0.018572098,-0.798297595,Tunungua
COL.6.R2297bdd18341ff36,-0.003976023,-1.026728975,Agglomeration
COL.6.R392fbd547e61934e,0.134573559,-0.289431763,Agglomeration
COL.6.R8807b5199f853011,0.123292111,-0.358866169,Agglomeration
COL.6.Raae28f5fc4b318f5,0.043017202,-0.524363279,Agglomeration
COL.6.Rf8fa5f9fd44c5f1f,0.039415425,-0.576319124,Agglomeration
COL.7.324,0.048578534,-0.542769057,Aranzaz
COL.7.326,0.054005823,-0.41427498,Chinchin
COL.7.327,0.162453059,-0.254029034,Filadelfia
COL.7.328,0.32882186,-0.440189268,La Dorada
COL.7.330,0.097212215,-0.394064476,Manizales
COL.7.331,0.042754412,-0.510529138,Manzanares
COL.7.332,0.156717968,-0.251839256,Marmato
COL.7.333,0.042332661,-0.51520715,Marquetalia
COL.7.334,-0.007784867,-1.021177395,Marulanda
COL.7.337,0.188832456,-0.266357705,Palestina
COL.7.338,0.021622282,-0.724177272,Pensilvania
COL.7.339,0.085007793,-0.305480479,Riosucio
COL.7.342,0.192500607,-0.301999997,Saman
COL.7.343,0.157422526,-0.252608108,Supa
COL.7.344,0.298246423,-0.400016261,Victoria
COL.7.345,-0.037405014,-1.226965435,Villamara
COL.7.Rc26037b51b69475a,0.116039499,-0.258669139,Agglomeration
COL.7.Rf4154aec01bde6d8,0.070351596,-0.429677584,Agglomeration
COL.7.Rfde18c81abaf6272,0.159969763,-0.258053016,Agglomeration
COL.8.347,0.306888645,-0.380267234,Albania
COL.8.348,0.256069407,-0.321445849,Beln de los Andaquies
COL.8.350,0.323106621,-0.410849857,Curillo
COL.8.352,0.31897729,-0.399677562,El Paujl
COL.8.353,0.238577531,-0.313254258,Florencia
COL.8.354,0.321466441,-0.404724311,La Montaita
COL.8.355,0.328341384,-0.417220114,Miln
COL.8.356,0.2911751,-0.361372898,Morelia
COL.8.358,0.217758633,-0.28352747,San Jos del Fragua
COL.8.360,0.375965953,-0.498858358,Solano
COL.8.361,0.329230089,-0.419834089,Valparaso
COL.8.R6c44077d91500893,0.316015949,-0.413723659,Agglomeration
COL.8.Rfeddafb1e291b7a4,0.297090824,-0.380091811,Agglomeration
COL.9.362,0.342408212,-0.44910164,Aguazul
COL.9.363,0.137249977,-0.278163577,Chmeza
COL.9.365,-0.000838512,-1.059313638,La Salina
COL.9.372,0.069682104,-0.459316019,Recetor
COL.9.377,0.315526412,-0.400350234,Tauramena
COL.9.379,0.339514451,-0.455506609,Villanueva
COL.9.380,0.354688042,-0.471690126,Yopal
COL.9.R315118024fa0f915,0.393762149,-0.554728503,Agglomeration
COL.9.R924a432a8f327bff,0.307209823,-0.382858942,Agglomeration
COL.9.R9418fd092f280eb0,0.369388274,-0.502666658,Agglomeration
COL.9.Rcda475e63a063d21,0.130084402,-0.38722358,Agglomeration
COM.R444cfbcaa6c2c1fe,0.024688822,0.119805514,Agglomeration
CPV.R7ee42fe155cef098,-0.006256106,-0.030617475,Agglomeration
CRI.1,0.212885455,-0.290845275,Alajuela
CRI.2.17,0.06866332,-0.407800002,Cartago
CRI.2.18,0.068375501,-0.413966035,El Guarco
CRI.2.20,0.102394347,-0.318103457,La Unin
CRI.2.21,0.071415582,-0.399140191,Oreamuno
CRI.2.Ra3f7da67c66bfb46,0.141912672,-0.292721774,Agglomeration
CRI.4.44,0.356184002,-0.416726565,Sarapiqu
CRI.4.Rc7f50477705007d7,0.117424748,-0.294290378,Agglomeration
CRI.5.50,0.231908336,-0.306058574,Talamanca
CRI.5.R5153c5f54760a323,0.301556593,-0.336187651,Agglomeration
CRI.7.64,0.177296292,-0.26384282,Aserr
CRI.7.73,0.172391397,-0.263735916,Moravia
CRI.7.80,0.343364897,-0.398252655,Turrubares
CRI.7.81,0.165655317,-0.264620496,Vsquez de Coronado
CRI.7.R2c4c109d0df78c8a,0.159601308,-0.264326596,Agglomeration
CRI.7.R54cd68900ed62324,0.176602219,-0.264292596,Agglomeration
CRI.7.R7073c574a406612e,0.287945698,-0.322032642,Agglomeration
CRI.7.R84f87130af2e1446,0.187553779,-0.266075397,Agglomeration
CRI.7.Rc4820779498649dd,0.174812851,-0.264556337,Agglomeration
CRI.Rc0de9cdc12776d94,0.336540141,-0.397629859,Agglomeration
CUB.1.1,0.461500573,-0.454320329,Camagey
CUB.1.Re28a31456d2de12e,0.464528513,-0.459267903,Agglomeration
CUB.11.114,0.443897018,-0.428374051,Cinaga de Zapata
CUB.11.121,0.41485609,-0.404013158,Matanzas
CUB.11.R6c01334950fc0ee8,0.416275714,-0.405130718,Agglomeration
CUB.12.133,0.433932145,-0.421709017,Pinar del Ro
CUB.12.R71ed73e33ba7a483,0.416872873,-0.405030869,Agglomeration
CUB.14.152,0.421616606,-0.414787292,Santiago de Cuba
CUB.14.R450f99d8c0b0fa74,0.417016624,-0.409154271,Agglomeration
CUB.15.167,0.417988536,-0.402634193,Santa Clara
CUB.15.Rd49d96e6fe59e60a,0.420802344,-0.406205319,Agglomeration
CUB.2.17,0.451944183,-0.438203285,Ciego de vila
CUB.2.Ref88dd17bcf47b5f,0.453850929,-0.442194038,Agglomeration
CUB.3.26,0.453061366,-0.436427597,Ciefuegos
CUB.3.Rfb27fcb52186793c,0.433668231,-0.41867814,Agglomeration
CUB.4.44,0.415980079,-0.404219535,Plaza de la Revolucin
CUB.4.R1bf4d0b1e9df8510,0.416541061,-0.406777287,Agglomeration
CUB.4.R7fae43f20f109d6b,0.416539296,-0.406775526,Agglomeration
CUB.4.Rb7ff6817c59b49ac,0.413969966,-0.404141951,Agglomeration
CUB.5.48,0.459656907,-0.474563546,Bayamo
CUB.5.Rd14065c6b94f7931,0.447483379,-0.452113248,Agglomeration
CUB.6.60,0.41821228,-0.40329852,Baracoa
CUB.6.62,0.430620365,-0.42515726,El Salvador
CUB.6.63,0.448646719,-0.450613877,Guantnamo
CUB.6.R77cc96400ad458b0,0.440803929,-0.438575553,Agglomeration
CUB.6.Rd33bb1b84836676f,0.39260172,-0.377934455,Agglomeration
CUB.7.78,0.438464556,-0.435537673,Holgun
CUB.7.Rde2b28eb0051e4ed,0.437789995,-0.434758139,Agglomeration
CUB.R36d3b7da04621bb0,0.453183007,-0.446118929,Agglomeration
CUB.Re7dee74f22ad0180,0.415976245,-0.405161475,Agglomeration
CUW,0.314626295,-0.494998924,Cura̤ao
CXR,0.037980971,-0.194326448,Christmas Island
CYM.R248fdee2da0aaff5,0.276110316,-0.381180237,Agglomeration
CYP.5,0.397115491,-0.746314726,Nicosia
CYP.R6248bf35d77aaa6f,0.391283541,-0.731144571,Agglomeration
CZE.1,-0.089249242,-1.82891476,Jihocesk
CZE.10,-0.097615407,-1.83731019,Plzensk
CZE.11,-0.074934801,-1.72384677,Prague
CZE.12,-0.080393326,-1.74984632,Stredocesk
CZE.13,-0.087535916,-1.76587558,steck
CZE.14,-0.104609521,-1.85028713,Zlnsk
CZE.2,-0.068669015,-1.7069742,Jihomoravsk
CZE.3,-0.123580244,-1.92106123,Karlovarsk
CZE.4,-0.109842851,-1.88553717,Kraj Vysocina
CZE.5,-0.105151545,-1.83593356,Krlovhradeck
CZE.6,-0.114956796,-1.87757998,Libereck
CZE.7,-0.120957382,-1.91752061,Moravskoslezsk
CZE.8,-0.106302311,-1.84891733,Olomouck
CZE.9,-0.101066231,-1.83019217,Pardubick
DEU.1.1.3,-0.086934831,-1.877675,Freiburg
DEU.1.1.4,-0.04743246,-1.77409001,Konstanz
DEU.1.1.Ra81ba424ab80188c,-0.05066906,-1.77119433,Agglomeration
DEU.1.1.Rc3fcdbaee18c920f,-0.022384573,-1.659153623,Agglomeration
DEU.1.1.Re63a89e96b4e72f9,-0.109039979,-1.96155785,Agglomeration
DEU.1.2.16,-0.001903779,-1.57859112,Karlsruhe Stdte
DEU.1.2.19,-0.06619057,-1.79313886,Neckar-Odenwald-Kreis
DEU.1.2.20,-0.058455827,-1.77797603,Pforzheim Stdte
DEU.1.2.22,-0.023540415,-1.64320642,Rhein-Neckar-Kreis
DEU.1.2.R58224f82bf329212,-0.024852841,-1.658216654,Agglomeration
DEU.1.2.R8e3580ead9e07039,-0.014132143,-1.6091659,Agglomeration
DEU.1.2.Re7b7b5e144ba9f10,-0.053105471,-1.75724543,Agglomeration
DEU.1.3.23,-0.060790288,-1.79606201,Bblingen
DEU.1.3.24,-0.063040871,-1.80870219,Esslingen
DEU.1.3.27,-0.029254038,-1.67625977,Heilbronn city Stdte
DEU.1.3.28,-0.036701748,-1.70081363,Heilbronn
DEU.1.3.30,-0.040380965,-1.72179985,Ludwigsburg
DEU.1.3.35,-0.044183392,-1.73717539,Stuttgart Stdte
DEU.1.3.R433d03a5ec632deb,-0.081794247,-1.86433844,Agglomeration
DEU.1.3.R5478d5c0cbb44118,-0.112485599,-1.96862035,Agglomeration
DEU.1.3.Re0aec159da873f59,-0.091508687,-1.88628208,Agglomeration
DEU.1.4.43,-0.095464946,-1.92624032,Ulm Stdte
DEU.1.4.R0a424fff31c1f5c9,-0.057551367,-1.81842516,Agglomeration
DEU.1.4.R9973dd2057bb8127,-0.085662872,-1.88457532,Agglomeration
DEU.1.4.Rdae1fe2fbcd6c0e9,-0.093387975,-1.92222804,Agglomeration
DEU.10.24.252,-0.0479902,-1.703293185,Dortmund Stdte
DEU.10.24.258,-0.083218262,-1.82088945,Mrkischer Kreis
DEU.10.24.R104b73285ba03679,-0.089029842,-1.83402056,Agglomeration
DEU.10.24.R1ec3defdd53a9ab9,-0.040907964,-1.679288135,Agglomeration
DEU.10.24.Ra8f0fe340d11f59a,-0.050764808,-1.715154574,Agglomeration
DEU.10.24.Re735d0bd388d430a,-0.096836069,-1.86578332,Agglomeration
DEU.10.24.Re94738b1a0701749,-0.050941426,-1.712440886,Agglomeration
DEU.10.25.263,-0.078305607,-1.794709855,Bielefeld Stdte
DEU.10.25.R0e834d3a039e6f79,-0.101226919,-1.87381113,Agglomeration
DEU.10.25.R69e5107fbc8d71e3,-0.07411604,-1.78189924,Agglomeration
DEU.10.25.Recfe937dff51e2b2,-0.089813084,-1.83010394,Agglomeration
DEU.10.26.270,-0.041045767,-1.658957247,Cleves
DEU.10.26.272,-0.018822092,-1.605539664,Dsseldorf Stdte
DEU.10.26.273,-0.035567663,-1.66019293,Essen Stdte
DEU.10.26.275,-0.025480308,-1.62799376,Mettmann
DEU.10.26.276,-0.028110561,-1.63722707,Mnchengladbach Stdte
DEU.10.26.280,-0.021476375,-1.61464704,Rhein-Kreis Neuss
DEU.10.26.282,-0.028423992,-1.633153005,Viersen
DEU.10.26.283,-0.032434014,-1.642688789,Wesel
DEU.10.26.R3a586eb11020ed9e,-0.027839361,-1.6315885,Agglomeration
DEU.10.26.R6cdc4d2e3ff39567,-0.041060236,-1.68315238,Agglomeration
DEU.10.26.Rac027358982de116,-0.032215522,-1.64694743,Agglomeration
DEU.10.27.285,-0.040542168,-1.682636476,Aachen Stdte
DEU.10.27.286,-0.044385965,-1.695252765,Aachen
DEU.10.27.287,-0.033722064,-1.66411061,Bonn Stdte
DEU.10.27.288,-0.019483461,-1.61198246,Cologne Stdte
DEU.10.27.290,-0.067798847,-1.77823575,Euskirchen
DEU.10.27.292,-0.030108666,-1.646076474,Leverkusen Stdte
DEU.10.27.294,-0.023790957,-1.626826524,Rhein-Erft-Kreis
DEU.10.27.295,-0.02947884,-1.647054435,Rhein-Sieg
DEU.10.27.R9b6f3553c93812f8,-0.050748801,-1.715766625,Agglomeration
DEU.10.27.Rcd7c4ca29d382991,-0.032801466,-1.655321345,Agglomeration
DEU.10.28.297,-0.05502825,-1.707013851,Borken
DEU.10.28.300,-0.038353734,-1.667866086,Gelsenkirchen Stdte
DEU.10.28.301,-0.055888089,-1.71761839,Mnster Stdte
DEU.10.28.303,-0.067556751,-1.751043493,Steinfurt
DEU.10.28.R243e4066797ca55e,-0.038908235,-1.668486187,Agglomeration
DEU.10.28.R952909fe60ee51eb,-0.059426524,-1.734179606,Agglomeration
DEU.11.29.310,-0.045032382,-1.70638895,Koblenz Coblenz Stdte
DEU.11.29.R152292187a50ea1a,-0.07397875,-1.79776244,Agglomeration
DEU.11.29.R9e41d7fc2a4252ec,-0.047100985,-1.710914986,Agglomeration
DEU.11.29.Rebf941850260f91f,-0.056462106,-1.74872656,Agglomeration
DEU.11.30.327,-0.035863126,-1.67328774,Mainz Stdte
DEU.11.30.R223df96614846c60,-0.004077631,-1.5743569,Agglomeration
DEU.11.30.R6efc4bb6e0f88ef6,-0.028322682,-1.65401974,Agglomeration
DEU.11.30.Rb0014d50212d6170,-0.027622436,-1.659081024,Agglomeration
DEU.11.31.338,-0.050396765,-1.73505272,Trier Stdte
DEU.11.31.R2f6856534c261905,-0.059428762,-1.76174846,Agglomeration
DEU.12.32.342,-0.034255194,-1.687120336,Saarbrcken Stdte
DEU.12.32.R47059b8522159976,-0.039376954,-1.70268424,Agglomeration
DEU.12.32.Ra7121fa4e8843959,-0.054911123,-1.75202743,Agglomeration
DEU.13.33.349,-0.063300788,-1.76256167,Dessau Stdte
DEU.13.33.Rd4bbbb4a41b355e9,-0.065354726,-1.769052393,Agglomeration
DEU.13.34.354,-0.064376026,-1.769662564,Halle Stdte
DEU.13.34.R08bbc4e32f5fc9f0,-0.074049068,-1.8025416,Agglomeration
DEU.13.35.364,-0.068106914,-1.77828339,Magdeburg Stdte
DEU.13.35.R16f02f68d9b68211,-0.077351376,-1.80114817,Agglomeration
DEU.13.35.R90f191bff41f2e40,-0.080159838,-1.816060786,Agglomeration
DEU.14.36.372,-0.096669772,-1.88749863,Chemnitz Stdte
DEU.14.36.377,-0.127437012,-1.99279793,Plauen Stdte
DEU.14.36.380,-0.125761721,-1.98676381,Zwickau Stdte
DEU.14.36.R4daa4100e633fe24,-0.115910456,-1.95182271,Agglomeration
DEU.14.36.Rf6641c82ea52dd9c,-0.129904616,-1.99400078,Agglomeration
DEU.14.37.383,-0.07239511,-1.80100805,Dresden Stdte
DEU.14.37.384,-0.104018361,-1.91133296,Grlitz Stdte
DEU.14.37.R2c320d061f625b17,-0.103304866,-1.90328655,Agglomeration
DEU.14.37.Rc76cba0df06c86da,-0.075542547,-1.807336746,Agglomeration
DEU.14.38.394,-0.063530047,-1.76650254,Leipzig Stdte
DEU.14.38.R13084e31d545ebd6,-0.065658466,-1.77374366,Agglomeration
DEU.15.39.399,-0.123994816,-1.82524161,Flensburg Stdte
DEU.15.39.400,-0.102128038,-1.796189411,Kiel Stdte
DEU.15.39.402,-0.092187451,-1.80091268,Lbeck Stdte
DEU.15.39.403,-0.098603065,-1.798887787,Neumnster Stdte
DEU.15.39.406,-0.090065839,-1.7875897,Pinneberg
DEU.15.39.R400f5df4c3bf244a,-0.100391007,-1.803529617,Agglomeration
DEU.15.39.R62192908beeabe4b,-0.100042643,-1.792871225,Agglomeration
DEU.15.39.R93d8168fa62d63eb,-0.110649587,-1.791453487,Agglomeration
DEU.15.39.Re4414d088dd7b2a3,-0.094170615,-1.80830442,Agglomeration
DEU.16.40.415,-0.100969456,-1.89833206,Erfurt Stdte
DEU.16.40.416,-0.099191681,-1.89597293,Gera Stdte
DEU.16.40.421,-0.093551748,-1.87739052,Jena Stdte
DEU.16.40.433,-0.109277383,-1.9257489,Weimar Stdte
DEU.16.40.R07486eead36ffed0,-0.125658842,-1.97511384,Agglomeration
DEU.16.40.R2f73667536e041b5,-0.100477984,-1.89708536,Agglomeration
DEU.16.40.R423af87c4a5139cd,-0.115932649,-1.9376058,Agglomeration
DEU.2.10.116,-0.078640434,-1.8811239,Augsburg Stdte
DEU.2.10.121,-0.10169811,-1.9912348,Kaufbeuren Stdte
DEU.2.10.122,-0.141362849,-2.12325059,Kempten Stdte
DEU.2.10.124,-0.091583243,-1.93933264,Memmingen Stdte
DEU.2.10.125,-0.08466431,-1.89441433,Neu-Ulm
DEU.2.10.R6ff4f488cb1853a1,-0.083747077,-1.89406199,Agglomeration
DEU.2.10.Re83c19217082ae1b,-0.113296345,-2.01558042,Agglomeration
DEU.2.11.129,-0.042953311,-1.70556559,Aschaffenburg Stdte
DEU.2.11.137,-0.087656332,-1.86145954,Schweinfurt Stdte
DEU.2.11.139,-0.081202001,-1.84311069,Wrzburg Stdte
DEU.2.11.R338fa0ad01794535,-0.053644035,-1.74078958,Agglomeration
DEU.2.11.R57626ebf996a8b94,-0.09578075,-1.88582134,Agglomeration
DEU.2.11.R58a493ef4f7625be,-0.084786804,-1.8558187,Agglomeration
DEU.2.5.45,-0.112342249,-1.95990331,Ansbach Stdte
DEU.2.5.R0c70e07a3ce58e44,-0.083379022,-1.86567695,Agglomeration
DEU.2.5.R6afef8d47e290d4e,-0.109472774,-1.9513779,Agglomeration
DEU.2.5.R759e16e5134956c8,-0.088576647,-1.88241231,Agglomeration
DEU.2.6.61,-0.097421924,-1.94511029,Landshut Stdte
DEU.2.6.63,-0.075231764,-1.90104021,Passau Stdte
DEU.2.6.68,-0.077972865,-1.87763205,Straubing Stdte
DEU.2.6.R403971ba15e9250b,-0.091451686,-1.92385139,Agglomeration
DEU.2.6.Ra36c9fb792a97b79,-0.103551539,-1.97959439,Agglomeration
DEU.2.7.79,-0.095481188,-1.92213972,Ingolstadt Stdte
DEU.2.7.84,-0.083723778,-1.92054785,Munich Stdte
DEU.2.7.87,-0.076102837,-1.92781173,Rosenheim Stdte
DEU.2.7.R03c92785f58cd566,-0.089952645,-1.91412198,Agglomeration
DEU.2.7.R8150823ad7fca693,-0.112267589,-2.04701542,Agglomeration
DEU.2.7.Raddb4ac91b199d77,-0.083371893,-1.9173268,Agglomeration
DEU.2.7.Rfb4cd68b6bee92cb,-0.085688325,-1.93329851,Agglomeration
DEU.2.7.Rfdab7f21e319eae7,-0.111009838,-2.01855809,Agglomeration
DEU.2.8.92,-0.078246524,-1.83812611,Bamberg Stdte
DEU.2.8.94,-0.119109394,-1.97638331,Bayreuth Stdte
DEU.2.8.96,-0.114112109,-1.94641673,Coburg Stdte
DEU.2.8.99,-0.146730611,-2.05173725,Hof Stdte
DEU.2.8.R0b973f82f9397e2c,-0.09682396,-1.89688494,Agglomeration
DEU.2.8.R45296ddee9d34414,-0.132470701,-2.01151214,Agglomeration
DEU.2.9.106,-0.102810286,-1.93547516,Amberg Stdte
DEU.2.9.110,-0.09516225,-1.91925368,Regensburg Stdte
DEU.2.9.114,-0.113932895,-1.96886013,Weiden Stdte
DEU.2.9.R79411f69173bb0fb,-0.117962307,-1.9796847,Agglomeration
DEU.2.9.Re598eded7b0604d3,-0.106488054,-1.95663602,Agglomeration
DEU.3.12.141,-0.075459382,-1.79933995,Berlin
DEU.4.13.143,-0.065186755,-1.763371713,Brandenburg an der Havel Stdte
